Zip Code XXXXX,Type,Year,Currency,Amount,Zip_Code
Zip Code 11226,All Households,2018,Dollars,52995.07301,11226
Zip Code 11226,Families with Children,2018,Dollars,51854.78096,11226
Zip Code 11226,Families with Children,2017,Dollars,50153.76316,11226
Zip Code 11226,All Households,2017,Dollars,50577.19529,11226
Zip Code 11228,All Households,2018,Dollars,69141.40481,11228
Zip Code 11228,All Households,2017,Dollars,66431.91274,11228
Zip Code 11228,Families with Children,2017,Dollars,75147.7313,11228
Zip Code 11228,All Households,2019,Dollars,72902,11228
Zip Code 11228,Families,2019,Dollars,84054,11228
Zip Code 11228,Families without Children,2019,Dollars,85298,11228
Zip Code 11228,Families without Children,2018,Dollars,85559.57409,11228
Zip Code 11228,Families,2018,Dollars,81807.80963,11228
Zip Code 11228,Families with Children,2019,Dollars,83297,11228
Zip Code 11228,Families without Children,2017,Dollars,82524.41967,11228
Zip Code 11228,Families with Children,2018,Dollars,79090.45295,11228
Zip Code 11228,Families,2017,Dollars,78994.08033,11228
Zip Code 11229,Families without Children,2017,Dollars,78663.46953,11229
Zip Code 11229,Families without Children,2018,Dollars,79432.54056,11229
Zip Code 11229,Families with Children,2019,Dollars,77106,11229
Zip Code 11229,Families,2018,Dollars,77320.96403,11229
Zip Code 11229,Families,2019,Dollars,81481,11229
Zip Code 11229,Families without Children,2019,Dollars,83701,11229
Zip Code 11229,Families with Children,2018,Dollars,72862.62574,11229
Zip Code 11229,Families with Children,2017,Dollars,70910.28116,11229
Zip Code 11229,Families,2017,Dollars,75457.48338,11229
Zip Code 11229,All Households,2019,Dollars,64631,11229
Zip Code 11229,All Households,2017,Dollars,61832.56371,11229
Zip Code 11229,All Households,2018,Dollars,61975.89102,11229
Zip Code 11230,Families with Children,2019,Dollars,61640,11230
Zip Code 11230,Families without Children,2017,Dollars,63532.54986,11230
Zip Code 11230,Families,2018,Dollars,63579.42672,11230
Zip Code 11230,Families with Children,2017,Dollars,58504.55402,11230
Zip Code 11230,Families with Children,2018,Dollars,58977.5338,11230
Zip Code 11230,Families,2017,Dollars,60874.10526,11230
Zip Code 11230,All Households,2018,Dollars,50438.57896,11230
Zip Code 11230,All Households,2017,Dollars,47988.62742,11230
Zip Code 11230,All Households,2019,Dollars,53070,11230
Zip Code 11230,Families without Children,2019,Dollars,72023,11230
Zip Code 11230,Families,2019,Dollars,66240,11230
Zip Code 11230,Families without Children,2018,Dollars,69451.93077,11230
Zip Code 11231,Families without Children,2018,Dollars,126592.7799,11231
Zip Code 11231,Families,2017,Dollars,130513.0471,11231
Zip Code 11231,Families without Children,2019,Dollars,114776,11231
Zip Code 11231,Families with Children,2018,Dollars,157999.6809,11231
Zip Code 11231,Families with Children,2017,Dollars,153833.1025,11231
Zip Code 11231,Families with Children,2019,Dollars,157463,11231
Zip Code 11231,Families,2018,Dollars,142390.9154,11231
Zip Code 11231,Families,2019,Dollars,141500,11231
Zip Code 11231,All Households,2017,Dollars,97592.76316,11231
Zip Code 11231,All Households,2018,Dollars,102028.6493,11231
Zip Code 11231,All Households,2019,Dollars,99643,11231
Zip Code 11231,Families without Children,2017,Dollars,109842.0499,11231
Zip Code 11232,Families without Children,2019,Dollars,73433,11232
Zip Code 11232,Families,2018,Dollars,53719.97296,11232
Zip Code 11232,Families,2017,Dollars,52440.92244,11232
Zip Code 11232,Families with Children,2017,Dollars,47682.00416,11232
Zip Code 11232,Families with Children,2019,Dollars,46942,11232
Zip Code 11232,Families with Children,2018,Dollars,46659.32531,11232
Zip Code 11232,All Households,2019,Dollars,61200,11232
Zip Code 11232,Families,2019,Dollars,58913,11232
Zip Code 11232,Families without Children,2018,Dollars,58439.96755,11232
Zip Code 11232,All Households,2018,Dollars,57687.57842,11232
Zip Code 11232,Families without Children,2017,Dollars,56258.06925,11232
Zip Code 11232,All Households,2017,Dollars,56222.60942,11232
Zip Code 11233,Families without Children,2018,Dollars,58886.92131,11233
Zip Code 11233,Families without Children,2019,Dollars,62063,11233
Zip Code 11233,Families,2018,Dollars,46871.09383,11233
Zip Code 11233,All Households,2019,Dollars,44905,11233
Zip Code 11233,Families,2017,Dollars,43111.85734,11233
Zip Code 11233,Families,2019,Dollars,48545,11233
Zip Code 11233,Families without Children,2017,Dollars,55630.22161,11233
Zip Code 11233,All Households,2018,Dollars,41181.851,11233
Zip Code 11233,Families with Children,2019,Dollars,39279,11233
Zip Code 11233,All Households,2017,Dollars,37555.0928,11233
Zip Code 11233,Families with Children,2018,Dollars,36872.15792,11233
Zip Code 11233,Families with Children,2017,Dollars,34115.48892,11233
Zip Code 11234,All Households,2019,Dollars,85807,11234
Zip Code 11234,All Households,2017,Dollars,82903.00554,11234
Zip Code 11234,All Households,2018,Dollars,82873.77907,11234
Zip Code 11234,Families with Children,2019,Dollars,98967,11234
Zip Code 11234,Families,2019,Dollars,95976,11234
Zip Code 11234,Families with Children,2017,Dollars,93945.61496,11234
Zip Code 11234,Families,2017,Dollars,92903.72161,11234
Zip Code 11234,Families without Children,2019,Dollars,94328,11234
Zip Code 11234,Families with Children,2018,Dollars,94460.97891,11234
Zip Code 11234,Families,2018,Dollars,92510.26501,11234
Zip Code 11234,Families without Children,2017,Dollars,91896.24515,11234
Zip Code 11234,Families without Children,2018,Dollars,91066.57382,11234
Zip Code 11235,Families without Children,2019,Dollars,72566,11235
Zip Code 11235,Families,2019,Dollars,71542,11235
Zip Code 11235,Families with Children,2018,Dollars,71681.60898,11235
Zip Code 11235,Families,2018,Dollars,69686.09789,11235
Zip Code 11235,Families with Children,2019,Dollars,70663,11235
Zip Code 11235,Families without Children,2018,Dollars,68958.14359,11235
Zip Code 11235,Families with Children,2017,Dollars,68228.89197,11235
Zip Code 11235,Families,2017,Dollars,67883.68006,11235
Zip Code 11235,Families without Children,2017,Dollars,67686.5651,11235
Zip Code 11235,All Households,2019,Dollars,54646,11235
Zip Code 11235,All Households,2018,Dollars,53489.87831,11235
Zip Code 11235,All Households,2017,Dollars,51784.91551,11235
Zip Code 11236,Families with Children,2017,Dollars,66306.76039,11236
Zip Code 11236,All Households,2017,Dollars,66435.04155,11236
Zip Code 11236,All Households,2018,Dollars,68895.02028,11236
Zip Code 11236,All Households,2019,Dollars,70793,11236
Zip Code 11236,Families with Children,2018,Dollars,71845.52596,11236
Zip Code 11236,Families with Children,2019,Dollars,74329,11236
Zip Code 11236,Families,2019,Dollars,82853,11236
Zip Code 11236,Families,2018,Dollars,80737.76771,11236
Zip Code 11236,Families,2017,Dollars,77532.92659,11236
Zip Code 11236,Families without Children,2017,Dollars,85222.49584,11236
Zip Code 11236,Families without Children,2018,Dollars,86545.11222,11236
Zip Code 11236,Families without Children,2019,Dollars,87984,11236
Zip Code 11237,Families without Children,2018,Dollars,50715.50703,11237
Zip Code 11237,All Households,2018,Dollars,52344.49567,11237
Zip Code 11237,Families without Children,2019,Dollars,51954,11237
Zip Code 11237,All Households,2017,Dollars,53470.30055,11237
Zip Code 11237,All Households,2019,Dollars,53303,11237
Zip Code 11237,Families without Children,2017,Dollars,54124.22161,11237
Zip Code 11237,Families,2019,Dollars,43640,11237
Zip Code 11237,Families,2017,Dollars,43740.74792,11237
Zip Code 11237,Families with Children,2019,Dollars,33151,11237
Zip Code 11237,Families with Children,2018,Dollars,33123.44781,11237
Zip Code 11237,Families with Children,2017,Dollars,36685.28393,11237
Zip Code 11237,Families,2018,Dollars,41160.47052,11237
Zip Code 11238,Families without Children,2017,Dollars,88168.79086,11238
Zip Code 11238,All Households,2018,Dollars,86954.39562,11238
Zip Code 11238,All Households,2017,Dollars,82405.52493,11238
Zip Code 11238,All Households,2019,Dollars,91846,11238
Zip Code 11238,Families without Children,2018,Dollars,93864.36182,11238
Zip Code 11238,Families,2017,Dollars,98880.78947,11238
Zip Code 11238,Families,2018,Dollars,107152.8367,11238
Zip Code 11238,Families without Children,2019,Dollars,102133,11238
Zip Code 11238,Families with Children,2019,Dollars,156853,11238
Zip Code 11238,Families with Children,2017,Dollars,113512.1427,11238
Zip Code 11238,Families,2019,Dollars,118291,11238
Zip Code 11238,Families with Children,2018,Dollars,126421.7361,11238
Zip Code 11239,Families with Children,2018,Dollars,54265.68415,11239
Zip Code 11239,Families with Children,2017,Dollars,51982.03047,11239
Zip Code 11239,Families with Children,2019,Dollars,51786,11239
Zip Code 11239,Families,2018,Dollars,41663.42077,11239
Zip Code 11239,Families,2017,Dollars,37986.86842,11239
Zip Code 11239,Families,2019,Dollars,34528,11239
Zip Code 11239,Families without Children,2019,Dollars,29907,11239
Zip Code 11239,Families without Children,2017,Dollars,29622.51939,11239
Zip Code 11239,Families without Children,2018,Dollars,30870.35289,11239
Zip Code 11239,All Households,2017,Dollars,27118.42936,11239
Zip Code 11239,All Households,2018,Dollars,27595.0676,11239
Zip Code 11239,All Households,2019,Dollars,29172,11239
Zip Code 11354,All Households,2019,Dollars,40786,11354
Zip Code 11354,Families without Children,2017,Dollars,52033.13435,11354
Zip Code 11354,Families without Children,2018,Dollars,52357.73121,11354
Zip Code 11354,All Households,2018,Dollars,43270.01082,11354
Zip Code 11354,Families with Children,2017,Dollars,46781.95014,11354
Zip Code 11354,Families with Children,2018,Dollars,47124.60519,11354
Zip Code 11354,All Households,2017,Dollars,46423.18006,11354
Zip Code 11354,Families with Children,2019,Dollars,45768,11354
Zip Code 11354,Families,2019,Dollars,47405,11354
Zip Code 11354,Families,2018,Dollars,50389.7093,11354
Zip Code 11354,Families,2017,Dollars,49632.29501,11354
Zip Code 11354,Families without Children,2019,Dollars,49046,11354
Zip Code 11355,Families without Children,2019,Dollars,50417,11355
Zip Code 11355,Families without Children,2017,Dollars,46004.9626,11355
Zip Code 11355,Families,2019,Dollars,45619,11355
Zip Code 11355,Families without Children,2018,Dollars,47052.31882,11355
Zip Code 11355,Families,2017,Dollars,42924.12881,11355
Zip Code 11355,All Households,2019,Dollars,42507,11355
Zip Code 11355,Families,2018,Dollars,43532.68524,11355
Zip Code 11355,Families with Children,2019,Dollars,40483,11355
Zip Code 11355,All Households,2017,Dollars,40017.46537,11355
Zip Code 11355,Families with Children,2017,Dollars,39556.48753,11355
Zip Code 11355,Families with Children,2018,Dollars,39230.11898,11355
Zip Code 11355,All Households,2018,Dollars,39917.34857,11355
Zip Code 11356,All Households,2017,Dollars,62275.81163,11356
Zip Code 11356,All Households,2018,Dollars,61589.00622,11356
Zip Code 11356,Families with Children,2017,Dollars,61990.04709,11356
Zip Code 11356,All Households,2019,Dollars,61859,11356
Zip Code 11356,Families,2018,Dollars,65663.51406,11356
Zip Code 11356,Families with Children,2019,Dollars,65347,11356
Zip Code 11356,Families with Children,2018,Dollars,60952.68253,11356
Zip Code 11356,Families without Children,2017,Dollars,71461.99446,11356
Zip Code 11356,Families without Children,2018,Dollars,72488.97647,11356
Zip Code 11356,Families,2019,Dollars,66463,11356
Zip Code 11356,Families,2017,Dollars,66182.65097,11356
Zip Code 11356,Families without Children,2019,Dollars,68000,11356
Zip Code 11357,All Households,2018,Dollars,85472.01595,11357
Zip Code 11357,Families without Children,2018,Dollars,85385.47593,11357
Zip Code 11357,All Households,2019,Dollars,85818,11357
Zip Code 11357,Families without Children,2019,Dollars,85985,11357
Zip Code 11357,Families without Children,2017,Dollars,83822.87535,11357
Zip Code 11357,All Households,2017,Dollars,84533.11496,11357
Zip Code 11357,Families with Children,2018,Dollars,113703.4072,11357
Zip Code 11357,Families with Children,2017,Dollars,110811.9806,11357
Zip Code 11357,Families with Children,2019,Dollars,109881,11357
Zip Code 11357,Families,2019,Dollars,98213,11357
Zip Code 11357,Families,2018,Dollars,95562.58248,11357
Zip Code 11357,Families,2017,Dollars,94247.02355,11357
Zip Code 11358,Families with Children,2019,Dollars,86042,11358
Zip Code 11358,Families with Children,2018,Dollars,85085.13115,11358
Zip Code 11358,Families with Children,2017,Dollars,81218.66343,11358
Zip Code 11358,Families,2017,Dollars,80205.9723,11358
Zip Code 11358,Families without Children,2017,Dollars,80121.49446,11358
Zip Code 11358,Families,2018,Dollars,77128.53975,11358
Zip Code 11358,Families without Children,2019,Dollars,76767,11358
Zip Code 11358,Families,2019,Dollars,78357,11358
Zip Code 11358,All Households,2018,Dollars,67327.11871,11358
Zip Code 11358,All Households,2019,Dollars,68848,11358
Zip Code 11358,All Households,2017,Dollars,68762.87535,11358
Zip Code 11358,Families without Children,2018,Dollars,75306.10871,11358
Zip Code 11360,All Households,2019,Dollars,83063,11360
Zip Code 11360,All Households,2017,Dollars,88103.08587,11360
Zip Code 11360,All Households,2018,Dollars,87735.29205,11360
Zip Code 11360,Families without Children,2019,Dollars,95662,11360
Zip Code 11360,Families,2017,Dollars,108494.5762,11360
Zip Code 11360,Families,2018,Dollars,108074.2334,11360
Zip Code 11360,Families,2019,Dollars,107188,11360
Zip Code 11360,Families without Children,2018,Dollars,99147.37561,11360
Zip Code 11360,Families without Children,2017,Dollars,101930.3352,11360
Zip Code 11360,Families with Children,2019,Dollars,116944,11360
Zip Code 11360,Families with Children,2017,Dollars,115483.2922,11360
Zip Code 11360,Families with Children,2018,Dollars,127264.7377,11360
Zip Code 11361,Families without Children,2017,Dollars,101874.0166,11361
Zip Code 11361,Families without Children,2018,Dollars,99516.95241,11361
Zip Code 11361,Families without Children,2019,Dollars,100285,11361
Zip Code 11361,Families with Children,2018,Dollars,95297.87182,11361
Zip Code 11361,Families with Children,2019,Dollars,96057,11361
Zip Code 11361,Families,2017,Dollars,96865.83657,11361
Zip Code 11361,Families,2018,Dollars,97298.4735,11361
Zip Code 11361,Families,2019,Dollars,97203,11361
Zip Code 11361,Families with Children,2017,Dollars,91227.72299,11361
Zip Code 11361,All Households,2018,Dollars,87443.09221,11361
Zip Code 11361,All Households,2019,Dollars,87892,11361
Zip Code 11361,All Households,2017,Dollars,85541.63435,11361
Zip Code 11362,All Households,2017,Dollars,84298.45429,11362
Zip Code 11362,All Households,2018,Dollars,90800.84505,11362
Zip Code 11362,All Households,2019,Dollars,93333,11362
Zip Code 11362,Families with Children,2017,Dollars,96412.15928,11362
Zip Code 11362,Families,2017,Dollars,102149.3518,11362
Zip Code 11362,Families with Children,2018,Dollars,101527.7353,11362
Zip Code 11362,Families,2018,Dollars,107599.7904,11362
Zip Code 11362,Families without Children,2017,Dollars,107589.3075,11362
Zip Code 11362,Families without Children,2018,Dollars,109712.3851,11362
Zip Code 11362,Families,2019,Dollars,121625,11362
Zip Code 11362,Families without Children,2019,Dollars,118036,11362
Zip Code 11362,Families with Children,2019,Dollars,141975,11362
Zip Code 11363,Families with Children,2019,Dollars,138750,11363
Zip Code 11363,Families,2017,Dollars,120337.1177,11363
Zip Code 11363,Families without Children,2019,Dollars,113571,11363
Zip Code 11363,Families without Children,2017,Dollars,122092.3795,11363
Zip Code 11363,Families without Children,2018,Dollars,123765.4665,11363
Zip Code 11363,Families,2018,Dollars,128188.1706,11363
Zip Code 11363,Families,2019,Dollars,128009,11363
Zip Code 11363,Families with Children,2018,Dollars,130605.1825,11363
Zip Code 11363,All Households,2018,Dollars,106690.6111,11363
Zip Code 11363,All Households,2019,Dollars,101019,11363
Zip Code 11363,All Households,2017,Dollars,101982.482,11363
Zip Code 11363,Families with Children,2017,Dollars,102555.054,11363
Zip Code 11364,Families with Children,2019,Dollars,102846,11364
Zip Code 11364,Families with Children,2018,Dollars,95851.72796,11364
Zip Code 11364,Families without Children,2019,Dollars,96783,11364
Zip Code 11364,Families,2019,Dollars,98424,11364
Zip Code 11364,Families,2018,Dollars,93982.46349,11364
Zip Code 11364,Families without Children,2018,Dollars,92229.26447,11364
Zip Code 11364,Families with Children,2017,Dollars,92551.20914,11364
Zip Code 11364,Families without Children,2017,Dollars,87748.48753,11364
Zip Code 11364,Families,2017,Dollars,89872.94875,11364
Zip Code 11364,All Households,2019,Dollars,82028,11364
Zip Code 11364,All Households,2018,Dollars,78382.86101,11364
Zip Code 11364,All Households,2017,Dollars,74079.76454,11364
Zip Code 11365,Families with Children,2017,Dollars,74574.11634,11365
Zip Code 11365,Families with Children,2018,Dollars,75319.34424,11365
Zip Code 11365,Families,2019,Dollars,75409,11365
Zip Code 11365,Families,2018,Dollars,76383.27745,11365
Zip Code 11365,Families without Children,2019,Dollars,76273,11365
Zip Code 11365,Families with Children,2019,Dollars,73354,11365
Zip Code 11365,All Households,2019,Dollars,67642,11365
Zip Code 11365,All Households,2018,Dollars,67687.53245,11365
Zip Code 11365,All Households,2017,Dollars,66179.52216,11365
Zip Code 11365,Families without Children,2017,Dollars,78890.82964,11365
Zip Code 11365,Families without Children,2018,Dollars,76770.16225,11365
Zip Code 11365,Families,2017,Dollars,76928.02355,11365
Zip Code 11366,All Households,2018,Dollars,80421.13304,11366
Zip Code 11366,Families,2017,Dollars,84142.01385,11366
Zip Code 11366,All Households,2019,Dollars,84301,11366
Zip Code 11366,Families without Children,2017,Dollars,86042.24377,11366
Zip Code 11366,Families with Children,2019,Dollars,67014,11366
Zip Code 11366,All Households,2017,Dollars,69996.66898,11366
Zip Code 11366,Families with Children,2018,Dollars,71489.18469,11366
Zip Code 11366,Families with Children,2017,Dollars,63564.88089,11366
Zip Code 11366,Families,2018,Dollars,91657.08221,11366
Zip Code 11366,Families,2019,Dollars,93913,11366
Zip Code 11366,Families without Children,2018,Dollars,95258.16522,11366
Zip Code 11366,Families without Children,2019,Dollars,101607,11366
Zip Code 11367,All Households,2019,Dollars,63546,11367
Zip Code 11367,Families,2018,Dollars,65605.48134,11367
Zip Code 11367,Families with Children,2018,Dollars,62024.76068,11367
Zip Code 11367,All Households,2017,Dollars,61453.97784,11367
Zip Code 11367,All Households,2018,Dollars,58982.62439,11367
Zip Code 11367,Families,2017,Dollars,71637.20776,11367
Zip Code 11367,Families without Children,2018,Dollars,71787.49324,11367
Zip Code 11367,Families,2019,Dollars,72975,11367
Zip Code 11367,Families without Children,2017,Dollars,76024.84072,11367
Zip Code 11367,Families with Children,2017,Dollars,67015.95706,11367
Zip Code 11367,Families with Children,2019,Dollars,67392,11367
Zip Code 11367,Families without Children,2019,Dollars,79414,11367
Zip Code 11368,Families without Children,2018,Dollars,58548.90617,11368
Zip Code 11368,Families without Children,2017,Dollars,56004.63573,11368
Zip Code 11368,Families without Children,2019,Dollars,65063,11368
Zip Code 11368,Families with Children,2017,Dollars,42569.53047,11368
Zip Code 11368,Families with Children,2019,Dollars,42746,11368
Zip Code 11368,Families with Children,2018,Dollars,42701.90103,11368
Zip Code 11368,Families,2018,Dollars,49119.09816,11368
Zip Code 11368,All Households,2017,Dollars,49917.01662,11368
Zip Code 11368,Families,2017,Dollars,47805.07064,11368
Zip Code 11368,Families,2019,Dollars,51779,11368
Zip Code 11368,All Households,2018,Dollars,51717.33505,11368
Zip Code 11368,All Households,2019,Dollars,54211,11368
Zip Code 11369,All Households,2019,Dollars,54184,11369
Zip Code 11369,All Households,2018,Dollars,55101.55895,11369
Zip Code 11369,All Households,2017,Dollars,55719.91413,11369
Zip Code 11369,Families with Children,2018,Dollars,49124.18875,11369
Zip Code 11369,Families with Children,2017,Dollars,50435.35596,11369
Zip Code 11369,Families with Children,2019,Dollars,50651,11369
Zip Code 11369,Families,2019,Dollars,64000,11369
Zip Code 11369,Families,2017,Dollars,64567.14266,11369
Zip Code 11369,Families,2018,Dollars,62996.04516,11369
Zip Code 11369,Families without Children,2018,Dollars,73347.24986,11369
Zip Code 11369,Families without Children,2017,Dollars,73188.05402,11369
Zip Code 11369,Families without Children,2019,Dollars,73498,11369
Zip Code 11370,Families,2017,Dollars,72941.92105,11370
Zip Code 11370,All Households,2018,Dollars,66277.43916,11370
Zip Code 11370,Families,2018,Dollars,81307.91374,11370
Zip Code 11370,Families,2019,Dollars,81712,11370
Zip Code 11370,Families without Children,2019,Dollars,83893,11370
Zip Code 11370,Families without Children,2017,Dollars,83509.99446,11370
Zip Code 11370,Families without Children,2018,Dollars,84521.09383,11370
Zip Code 11370,All Households,2017,Dollars,62472.92659,11370
Zip Code 11370,Families with Children,2018,Dollars,60967.9543,11370
Zip Code 11370,All Households,2019,Dollars,63706,11370
Zip Code 11370,Families with Children,2019,Dollars,65069,11370
Zip Code 11370,Families with Children,2017,Dollars,58870.62465,11370
Zip Code 11372,Families,2017,Dollars,59625.71053,11372
Zip Code 11372,All Households,2019,Dollars,60659,11372
Zip Code 11372,Families,2018,Dollars,60153.45998,11372
Zip Code 11372,All Households,2017,Dollars,56279.97091,11372
Zip Code 11372,All Households,2018,Dollars,57404.54164,11372
Zip Code 11372,Families without Children,2017,Dollars,65046.89335,11372
Zip Code 11372,Families,2019,Dollars,62626,11372
Zip Code 11372,Families with Children,2019,Dollars,53508,11372
Zip Code 11372,Families with Children,2017,Dollars,52357.48753,11372
Zip Code 11372,Families with Children,2018,Dollars,52108.29232,11372
Zip Code 11372,Families without Children,2019,Dollars,66051,11372
Zip Code 11372,Families without Children,2018,Dollars,66130.83018,11372
Zip Code 11373,All Households,2018,Dollars,52110.32856,11373
Zip Code 11373,All Households,2017,Dollars,51206.08587,11373
Zip Code 11373,Families with Children,2019,Dollars,50813,11373
Zip Code 11373,Families,2017,Dollars,55104.58172,11373
Zip Code 11373,All Households,2019,Dollars,54584,11373
Zip Code 11373,Families with Children,2017,Dollars,47000.96676,11373
Zip Code 11373,Families with Children,2018,Dollars,46286.69416,11373
Zip Code 11373,Families without Children,2017,Dollars,62200.72022,11373
Zip Code 11373,Families without Children,2019,Dollars,65610,11373
Zip Code 11373,Families without Children,2018,Dollars,63782.03218,11373
Zip Code 11373,Families,2018,Dollars,55867.18361,11373
Zip Code 11373,Families,2019,Dollars,58918,11373
Zip Code 11374,All Households,2017,Dollars,59304.48615,11374
Zip Code 11374,All Households,2018,Dollars,64305.34478,11374
Zip Code 11374,All Households,2019,Dollars,66795,11374
Zip Code 11374,Families,2018,Dollars,84111.81044,11374
Zip Code 11374,Families without Children,2018,Dollars,83344.14954,11374
Zip Code 11374,Families with Children,2018,Dollars,85550.41103,11374
Zip Code 11374,Families with Children,2017,Dollars,85376.85042,11374
Zip Code 11374,Families,2019,Dollars,87591,11374
Zip Code 11374,Families without Children,2019,Dollars,86692,11374
Zip Code 11374,Families,2017,Dollars,82537.97784,11374
Zip Code 11374,Families without Children,2017,Dollars,81486.69806,11374
Zip Code 11374,Families with Children,2019,Dollars,94310,11374
Zip Code 11375,Families without Children,2017,Dollars,98623.18421,11375
Zip Code 11375,Families without Children,2019,Dollars,98606,11375
Zip Code 11375,Families without Children,2018,Dollars,97087.72309,11375
Zip Code 11375,Families,2018,Dollars,105591.0438,11375
Zip Code 11375,Families,2017,Dollars,107222.1939,11375
Zip Code 11375,Families,2019,Dollars,109994,11375
Zip Code 11375,Families with Children,2019,Dollars,131646,11375
Zip Code 11375,Families with Children,2018,Dollars,129651.2061,11375
Zip Code 11375,Families with Children,2017,Dollars,120364.2341,11375
Zip Code 11375,All Households,2017,Dollars,79750.20914,11375
Zip Code 11375,All Households,2018,Dollars,82001.25203,11375
Zip Code 11375,All Households,2019,Dollars,84713,11375
Zip Code 11377,Families without Children,2018,Dollars,67020.66522,11377
Zip Code 11377,Families without Children,2019,Dollars,69458,11377
Zip Code 11377,Families,2019,Dollars,64678,11377
Zip Code 11377,Families without Children,2017,Dollars,64904.01108,11377
Zip Code 11377,Families,2018,Dollars,61972.83667,11377
Zip Code 11377,Families,2017,Dollars,59577.73546,11377
Zip Code 11377,All Households,2019,Dollars,58948,11377
Zip Code 11377,Families with Children,2019,Dollars,56743,11377
Zip Code 11377,All Households,2017,Dollars,57350.02355,11377
Zip Code 11377,All Households,2018,Dollars,58042.90157,11377
Zip Code 11377,Families with Children,2018,Dollars,55469.09951,11377
Zip Code 11377,Families with Children,2017,Dollars,53340.97645,11377
Zip Code 11378,All Households,2017,Dollars,71399.41828,11378
Zip Code 11378,All Households,2018,Dollars,74661.64008,11378
Zip Code 11378,Families,2017,Dollars,84604.03463,11378
Zip Code 11378,Families,2018,Dollars,86179.6079,11378
Zip Code 11378,Families with Children,2019,Dollars,86062,11378
Zip Code 11378,Families without Children,2017,Dollars,86831.74654,11378
Zip Code 11378,Families,2019,Dollars,87242,11378
Zip Code 11378,Families without Children,2018,Dollars,88978.41401,11378
Zip Code 11378,Families without Children,2019,Dollars,88705,11378
Zip Code 11378,Families with Children,2017,Dollars,81877.79917,11378
Zip Code 11378,Families with Children,2018,Dollars,80351.90103,11378
Zip Code 11378,All Households,2019,Dollars,77710,11378
Zip Code 11379,All Households,2017,Dollars,82989.56925,11379
Zip Code 11379,All Households,2018,Dollars,84319.50649,11379
Zip Code 11379,All Households,2019,Dollars,83883,11379
Zip Code 11379,Families with Children,2019,Dollars,100813,11379
Zip Code 11379,Families with Children,2017,Dollars,101472.4861,11379
Zip Code 11379,Families,2018,Dollars,101290.5138,11379
Zip Code 11379,Families,2017,Dollars,99997.77424,11379
Zip Code 11379,Families without Children,2019,Dollars,103559,11379
Zip Code 11379,Families,2019,Dollars,102200,11379
Zip Code 11379,Families without Children,2018,Dollars,104119.8634,11379
Zip Code 11379,Families with Children,2018,Dollars,98841.94024,11379
Zip Code 11379,Families without Children,2017,Dollars,98446.92798,11379
Zip Code 11385,Families without Children,2018,Dollars,77672.21471,11385
Zip Code 11385,Families without Children,2019,Dollars,79628,11385
Zip Code 11385,Families,2018,Dollars,74957.91239,11385
Zip Code 11385,All Households,2018,Dollars,73570.21769,11385
Zip Code 11385,Families without Children,2017,Dollars,74066.20637,11385
Zip Code 11385,Families,2019,Dollars,76414,11385
Zip Code 11385,All Households,2019,Dollars,75340,11385
Zip Code 11385,Families with Children,2019,Dollars,71612,11385
Zip Code 11385,Families with Children,2018,Dollars,71365.99243,11385
Zip Code 11385,Families,2017,Dollars,70870.64958,11385
Zip Code 11385,All Households,2017,Dollars,67249.57479,11385
Zip Code 11385,Families with Children,2017,Dollars,64804.93213,11385
Zip Code 11411,All Households,2019,Dollars,98207,11411
Zip Code 11411,All Households,2018,Dollars,95582.94484,11411
Zip Code 11411,Families without Children,2017,Dollars,94661.06925,11411
Zip Code 11411,All Households,2017,Dollars,90976.37535,11411
Zip Code 11411,Families without Children,2018,Dollars,102076.5008,11411
Zip Code 11411,Families,2017,Dollars,99447.10388,11411
Zip Code 11411,Families with Children,2017,Dollars,110863.0845,11411
Zip Code 11411,Families with Children,2019,Dollars,111648,11411
Zip Code 11411,Families,2018,Dollars,108154.6647,11411
Zip Code 11411,Families without Children,2019,Dollars,115350,11411
Zip Code 11411,Families with Children,2018,Dollars,114971.9822,11411
Zip Code 11411,Families,2019,Dollars,113769,11411
Zip Code 11412,Families with Children,2019,Dollars,91181,11412
Zip Code 11412,Families,2018,Dollars,90794.73634,11412
Zip Code 11412,Families without Children,2018,Dollars,90807.97188,11412
Zip Code 11412,Families with Children,2018,Dollars,90729.5768,11412
Zip Code 11412,Families,2019,Dollars,94103,11412
Zip Code 11412,Families without Children,2019,Dollars,94878,11412
Zip Code 11412,All Households,2018,Dollars,79939.56328,11412
Zip Code 11412,All Households,2017,Dollars,78540.40305,11412
Zip Code 11412,All Households,2019,Dollars,81608,11412
Zip Code 11412,Families with Children,2017,Dollars,85937.95014,11412
Zip Code 11412,Families,2017,Dollars,87654.62327,11412
Zip Code 11412,Families without Children,2017,Dollars,88299.15789,11412
Zip Code 11413,All Households,2018,Dollars,87888.00973,11413
Zip Code 11413,All Households,2017,Dollars,87042.41967,11413
Zip Code 11413,Families with Children,2017,Dollars,89490.19114,11413
Zip Code 11413,Families without Children,2018,Dollars,97238.40454,11413
Zip Code 11413,Families,2018,Dollars,93889.81476,11413
Zip Code 11413,All Households,2019,Dollars,93432,11413
Zip Code 11413,Families without Children,2017,Dollars,93365.74238,11413
Zip Code 11413,Families with Children,2018,Dollars,92155.95998,11413
Zip Code 11413,Families,2017,Dollars,91723.11773,11413
